symbol,n_quote,spread_bps,ask1_depth,rv20_bps,friction,depth,stratum,ok,tick,tick_share,median_price,rel_tick_bps,mean_spread_ticks,frac_one_tick,n_quotes,traded_value
000490,6090,10.055304172951232,222.5,5.022601707684871,L,deep,L-deep,True,10.0,0.8722812551884443,9965.0,10.035122930255895,1.687848932676519,0.599671592775041,6090,1945377000.0
000500,5351,10.621348911311737,47.0,5.288207297725611,L,shallow,L-shallow,True,100.0,0.8051060003785728,95050.0,10.520778537611783,1.7462156606241823,0.5911044664548682,5351,3477896000.0
000520,6013,10.357327809425167,180.0,5.125576627370565,L,deep,L-deep,True,10.0,0.8856572868542629,9815.0,10.188487009679063,1.9175120572093798,0.5253617162813903,6013,1710169000.0
000540,4196,43.149946062567416,107.0,16.357688113413094,H,deep,H-deep,True,5.0,0.6884920634920635,4605.0,10.857763300760045,4.13584366062917,0.17397521448999045,4196,1196408000.0
000545,314,58.22416302765648,17.0,7.283321194464509,H,shallow,H-shallow,True,10.0,0.6080298013245033,6865.0,14.566642388929353,3.7070063694267517,0.16878980891719744,314,22672000.0
000590,496,36.74219228413962,3.0,18.564356435643028,H,shallow,H-shallow,True,100.0,0.7378865979381444,80950.0,12.353304508956146,2.9495967741935485,0.19556451612903225,496,26567000.0
000640,6119,9.818360333824252,14.0,4.904364884746881,L,shallow,L-shallow,True,100.0,0.8229132435096944,102150.0,9.789525208027412,1.7703873181892467,0.5299885602222585,6119,1111136000.0
000650,1417,44.150110375275936,7.0,11.049723756906271,H,shallow,H-shallow,True,500.0,0.8352130325814536,226750.0,22.05071664829107,2.1538461538461537,0.323923782639379,1417,440560000.0
000660,167072,10.598834128245894,2596.0,0.0,L,deep,L-deep,True,1000.0,0.9988380358286328,943500.0,10.598834128245894,1.006482235203984,0.9936015610036392,167072,2147483337000.0
000670,5380,19.550342130987293,71.0,9.64320154291265,M,shallow,M-shallow,True,100.0,0.9293468045112782,51300.0,19.49317738791423,1.2743494423791821,0.7609665427509293,5380,1623070000.0
000680,2255,15.710919088766694,99.0,15.58846453624363,L,shallow,L-shallow,True,5.0,0.7889450056116722,3202.5,15.6128024980484,1.7827050997782705,0.5760532150776053,2255,373715000.0
000700,2892,15.515903801396432,189.0,15.378702773014563,L,deep,L-deep,True,10.0,0.9604025091479352,6475.0,15.444015444015443,1.7178423236514522,0.5200553250345782,2892,393073000.0
000720,74044,6.2441461130190445,204.0,0.0,L,deep,L-deep,True,100.0,0.980280614158942,160650.0,6.224712107065049,1.180149640754146,0.8764113229971369,74044,170037931000.0
000725,3530,28.011204481792717,15.0,13.956734124215275,M,shallow,M-shallow,True,100.0,0.800947187141217,72100.0,13.869625520110958,2.511331444759207,0.3314447592067989,3530,1368696000.0
000760,361,33.41129301703976,5.0,26.31578947368429,H,shallow,H-shallow,True,10.0,0.6088825214899714,15015.0,6.66000666000666,6.7229916897506925,0.12188365650969529,361,28735000.0
000810,20149,10.758472296933835,136.0,0.0,L,shallow,L-shallow,True,500.0,0.9850188679245283,465250.0,10.746910263299302,1.2178271874534716,0.8496699588068887,20149,45300243000.0
000815,5870,13.029315960912053,61.0,0.0,L,shallow,L-shallow,True,500.0,0.882641217436162,385250.0,12.978585334198572,1.4105621805792163,0.7008517887563884,5870,5856834000.0
000850,848,27.397260273972602,30.0,13.642564802183177,M,shallow,M-shallow,True,50.0,0.7300420168067226,36525.0,13.689253935660506,2.6851415094339623,0.2240566037735849,848,186842000.0
000860,2581,19.665683382497544,89.0,9.881422924902239,M,shallow,M-shallow,True,10.0,0.5426114151681001,15255.0,6.555227794165847,3.6811313444401397,0.2103835722588144,2581,530507000.0
000880,24124,8.016032064128256,111.0,3.971405877680745,L,shallow,L-shallow,True,100.0,0.9479493946629802,125050.0,7.996801279488205,1.406068645332449,0.7415022384347538,24124,28140034000.0
000890,2105,22.90950744558992,1700.0,11.415525114155667,M,deep,M-deep,True,1.0,0.9808577659316695,438.0,22.831050228310502,1.5344418052256532,0.5800475059382423,2105,196666000.0
000910,3961,22.598870056497177,180.0,11.267605633802358,M,deep,M-deep,True,5.0,0.9246876593574707,4420.0,11.312217194570136,2.383236556425145,0.3754102499368846,3961,914699000.0
000950,534,83.33333333333333,4.0,27.748902748902516,H,shallow,H-shallow,True,50.0,0.6514150943396226,36075.0,13.86001386001386,8.142322097378278,0.07303370786516854,534,19799000.0
000970,1048,29.895366218236173,201.0,7.451564828614421,M,deep,M-deep,True,10.0,0.9340832123850992,6725.0,14.869888475836431,2.5314885496183206,0.2013358778625954,1048,106483000.0
000990,28724,11.799410029498524,180.0,5.633802816902289,L,deep,L-deep,True,100.0,0.9465130541440336,85750.0,11.661807580174926,1.3093820713664055,0.7738207136640557,28725,30494930000.0
001000,1716,25.157232704402514,182.0,10.055304172951196,M,deep,M-deep,True,1.0,0.6061119293078056,1988.5,5.028916268544129,6.905594405594406,0.09324009324009325,1716,89381000.0
001020,1171,27.77777777777778,152.0,20.632737276479183,M,deep,M-deep,True,1.0,0.820356676816007,723.5,13.8217000691085,2.6379163108454313,0.32621690862510677,1171,79406000.0
001040,45800,10.090817356205854,34.0,5.137426149499635,L,shallow,L-shallow,True,100.0,0.7802721876517057,194750.0,5.134788189987163,2.578646288209607,0.482707423580786,45800,76439276000.0
001045,3241,22.471910112359552,5.0,22.19755826859071,M,shallow,M-shallow,True,100.0,0.6364304502552994,90000.0,11.11111111111111,3.3168775069423018,0.10027769207034866,3241,946655000.0
001060,7083,15.936254980079681,30.0,7.94281175536149,L,shallow,L-shallow,True,50.0,0.9274958966673803,31700.0,15.772870662460567,1.696315120711563,0.5024707045037413,7083,1823311000.0
001070,727,29.36857562408223,42.0,14.792899408283544,M,shallow,M-shallow,True,10.0,0.8150804758572429,6775.0,14.760147601476014,2.0357634112792296,0.4718019257221458,727,81302000.0
001080,1451,30.1659125188537,100.0,20.50230650948226,M,shallow,M-shallow,True,5.0,0.5277971418612757,4917.5,10.167768174885612,3.811853893866299,0.32046864231564437,1451,283645000.0
001120,24654,10.970927043335163,75.0,5.485463521667233,L,shallow,L-shallow,True,50.0,0.9328405318997292,45800.0,10.91703056768559,1.5648170682242233,0.6209134420378032,24654,14089231000.0
001130,2622,19.87413050679033,4.0,10.1626016260159,M,shallow,M-shallow,True,100.0,0.557932092844811,149250.0,6.700167504187605,3.0289744567289363,0.26229508196721313,2623,628027000.0
001200,8045,20.512820512820515,403.0,10.198878123406363,M,deep,M-deep,True,5.0,0.8942434520444695,4852.5,10.303967027305513,2.124922311995028,0.4139216904909882,8045,3664918000.0
001210,4707,24.242424242424242,489.0,12.476606363068798,M,deep,M-deep,True,1.0,0.7921156513389523,801.5,12.476606363069244,2.2356065434459316,0.4707881878053962,4707,622416000.0
